NAME	TITLE	SCORE	
C1orf131	chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]	-0.19534592	
RIOX2	ribosomal oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:19441]	-0.19537632	
TILRLS	TCL1A interacting lncRNA, retroperitoneal liposarcoma associated [Source:HGNC Symbol;Acc:HGNC:53077]	-0.19538803	
LDLRAD4-AS1	LDLRAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48592]	-0.19538803	
MIR1289-1	microRNA 1289-1 [Source:HGNC Symbol;Acc:HGNC:35281]	-0.19538803	
RPL31P61	ribosomal protein L31 pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:35635]	-0.19538803	
AKR1B1P1	aldehyde reductase family 1 member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:420]	-0.19538803	
MIR6081	microRNA 6081 [Source:HGNC Symbol;Acc:HGNC:50151]	-0.19538803	
ADRA1B	adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]	-0.19538803	
MTCYBP40	MT-CYB pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:52308]	-0.19538803	
RPL21P77	ribosomal protein L21 pseudogene 77 [Source:HGNC Symbol;Acc:HGNC:36186]	-0.19538803	
RNU6-605P	RNA, U6 small nuclear 605, pseudogene [Source:HGNC Symbol;Acc:HGNC:47568]	-0.19538803	
RNU6-869P	RNA, U6 small nuclear 869, pseudogene [Source:HGNC Symbol;Acc:HGNC:47832]	-0.19538803	
ENSG00000252777		-0.19538803	
RPL21P117	ribosomal protein L21 pseudogene 117 [Source:HGNC Symbol;Acc:HGNC:35987]	-0.19538803	
XGY2	XG pseudogene, Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:34022]	-0.19538803	
ENSG00000286060	novel transcript, antisense to IGSF1	-0.19538803	
OACYLP	O-acyltransferase like, pseudogene [Source:HGNC Symbol;Acc:HGNC:44362]	-0.19538803	
RNU6ATAC36P	RNA, U6atac small nuclear 36, pseudogene [Source:HGNC Symbol;Acc:HGNC:46935]	-0.19538803	
ENSG00000276759	novel transcript	-0.19538803	
CHRM5	cholinergic receptor muscarinic 5 [Source:HGNC Symbol;Acc:HGNC:1954]	-0.19538803	
IGHV3-25	immunoglobulin heavy variable 3-25 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5589]	-0.19538803	
VINAC1P	vinculin/alpha-catenin family member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:53736]	-0.19538803	
ENSG00000286322	novel transcript	-0.19538803	
RN7SKP45	RN7SK pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:45769]	-0.19538803	
LPA	lipoprotein(a) [Source:HGNC Symbol;Acc:HGNC:6667]	-0.19538803	
RN7SKP64	RN7SK pseudogene 64 [Source:HGNC Symbol;Acc:HGNC:45788]	-0.19538803	
MIR1914	microRNA 1914 [Source:HGNC Symbol;Acc:HGNC:35398]	-0.19538803	
FAM230E	family with sequence similarity 230 member E [Source:HGNC Symbol;Acc:HGNC:52450]	-0.19538803	
FZD9	frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]	-0.19538803	
NEUROG3	neurogenin 3 [Source:HGNC Symbol;Acc:HGNC:13806]	-0.19538803	
OR1H1P	olfactory receptor family 1 subfamily H member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8206]	-0.19538803	
ZDHHC20P3	zinc finger DHHC-type containing 20 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39775]	-0.19538803	
GDAP1L1	ganglioside induced differentiation associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:4213]	-0.19538803	
SLC4A1APP1	solute carrier family 4 member 1 adaptor protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49811]	-0.19538803	
TMEM183AP2	TMEM183A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56453]	-0.19538803	
OR7E13P	olfactory receptor family 7 subfamily E member 13 pseudogene [Source:HGNC Symbol;Acc:HGNC:8384]	-0.19538803	
VN1R51P	vomeronasal 1 receptor 51 pseudogene [Source:HGNC Symbol;Acc:HGNC:37371]	-0.19538803	
OR7E23P	olfactory receptor family 7 subfamily E member 23 pseudogene [Source:HGNC Symbol;Acc:HGNC:8395]	-0.19538803	
INHBC	inhibin subunit beta C [Source:HGNC Symbol;Acc:HGNC:6068]	-0.19538803	
MYL6P4	MYL6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37813]	-0.19538803	
LINC01983	long intergenic non-protein coding RNA 1983 [Source:HGNC Symbol;Acc:HGNC:52813]	-0.19538803	
ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]	-0.19538803	
PSMA3P1	proteasome subunit alpha 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20029]	-0.19538803	
CTSLP4	cathepsin L pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:23645]	-0.19538803	
RPL29P6	ribosomal protein L29 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36627]	-0.19538803	
MT1M	metallothionein 1M [Source:HGNC Symbol;Acc:HGNC:14296]	-0.19538803	
MIR1294	microRNA 1294 [Source:HGNC Symbol;Acc:HGNC:35287]	-0.19538803	
CFAP61-AS1	CFAP61 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40731]	-0.19538803	
LINC02973	long intergenic non-protein coding RNA 2973 [Source:HGNC Symbol;Acc:HGNC:56015]	-0.19538803	
MUSK	muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]	-0.19538803	
ENSG00000234519	novel transcript	-0.19538803	
ALG1L14P	ALG1 like 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:44383]	-0.19538803	
LINC02824	long intergenic non-protein coding RNA 2824 [Source:HGNC Symbol;Acc:HGNC:54356]	-0.19538803	
TACR3	tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]	-0.19538803	
HOXD12	homeobox D12 [Source:HGNC Symbol;Acc:HGNC:5135]	-0.19538803	
MIR1229	microRNA 1229 [Source:HGNC Symbol;Acc:HGNC:33924]	-0.19538803	
OR1P1	olfactory receptor family 1 subfamily P member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8222]	-0.19538803	
MIR1207	microRNA 1207 [Source:HGNC Symbol;Acc:HGNC:35273]	-0.19538803	
ELAVL4	ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]	-0.19538803	
F11-AS1	F11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27725]	-0.19538803	
C11orf98P3	C11orf98 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:56320]	-0.19538803	
LINC02281	long intergenic non-protein coding RNA 2281 [Source:HGNC Symbol;Acc:HGNC:53197]	-0.19538803	
LINC02299	long intergenic non-protein coding RNA 2299 [Source:HGNC Symbol;Acc:HGNC:53218]	-0.19538803	
FAM217A	family with sequence similarity 217 member A [Source:HGNC Symbol;Acc:HGNC:21362]	-0.19538803	
LINC02205	long intergenic non-protein coding RNA 2205 [Source:HGNC Symbol;Acc:HGNC:53071]	-0.19538803	
VRTN	vertebrae development associated [Source:HGNC Symbol;Acc:HGNC:20223]	-0.19538803	
PPATP1	phosphoribosyl pyrophosphate amidotransferase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9239]	-0.19538803	
TACSTD2	tumor associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]	-0.19538803	
LINC02573	long intergenic non-protein coding RNA 2573 [Source:HGNC Symbol;Acc:HGNC:53730]	-0.19538803	
LINC02527	long intergenic non-protein coding RNA 2527 [Source:HGNC Symbol;Acc:HGNC:53553]	-0.19538803	
MTND5P19	MT-ND5 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:42301]	-0.19538803	
PNMA6E	PNMA family member 6E [Source:HGNC Symbol;Acc:HGNC:50767]	-0.19538803	
PFN1P11	profilin 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42994]	-0.19538803	
MIR27B	microRNA 27b [Source:HGNC Symbol;Acc:HGNC:31614]	-0.19538803	
SETP15	SET pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:42934]	-0.19538803	
MIR212	microRNA 212 [Source:HGNC Symbol;Acc:HGNC:31589]	-0.19538803	
GJB7	gap junction protein beta 7 [Source:HGNC Symbol;Acc:HGNC:16690]	-0.19538803	
MIR3157	microRNA 3157 [Source:HGNC Symbol;Acc:HGNC:38172]	-0.19538803	
MIR3187	microRNA 3187 [Source:HGNC Symbol;Acc:HGNC:38319]	-0.19538803	
SLC16A8	solute carrier family 16 member 8 [Source:HGNC Symbol;Acc:HGNC:16270]	-0.19538803	
RN7SL623P	RNA, 7SL, cytoplasmic 623, pseudogene [Source:HGNC Symbol;Acc:HGNC:46639]	-0.19538803	
LINC02016	long intergenic non-protein coding RNA 2016 [Source:HGNC Symbol;Acc:HGNC:52851]	-0.19538803	
HMGB3P14	high mobility group box 3 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:39306]	-0.19538803	
MARK2P6	MARK2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39797]	-0.19538803	
RNU6-994P	RNA, U6 small nuclear 994, pseudogene [Source:HGNC Symbol;Acc:HGNC:47957]	-0.19538803	
C19orf67	chromosome 19 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:34354]	-0.19538803	
TOMM40P3	TOMM40 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54632]	-0.19538803	
TSHB	thyroid stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:12372]	-0.19538803	
CTAG1A	cancer/testis antigen 1A [Source:HGNC Symbol;Acc:HGNC:24198]	-0.19538803	
SNORD70	small nucleolar RNA, C/D box 70 [Source:HGNC Symbol;Acc:HGNC:32731]	-0.19538803	
MIR613	microRNA 613 [Source:HGNC Symbol;Acc:HGNC:32869]	-0.19538803	
CYP3A4	cytochrome P450 family 3 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:2637]	-0.19538803	
RPS6P22	ribosomal protein S6 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:35655]	-0.19538803	
RNASEH1P1	ribonuclease H1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10049]	-0.19538803	
BNIP3P11	BCL2 interacting protein 3 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:49724]	-0.19538803	
NSA2P7	NSA2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:54588]	-0.19538803	
NSA2P1	NSA2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54580]	-0.19538803	
CICP13	capicua transcriptional repressor pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:37907]	-0.19538803	
BAALC-AS2	BAALC antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:28595]	-0.19538803	
RBBP8P1	RBBP8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39583]	-0.19538803	
NPAP1P6	nuclear pore associated protein 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:45023]	-0.19538803	
MIR3180-4	microRNA 3180-4 [Source:HGNC Symbol;Acc:HGNC:38920]	-0.19538803	
CYP4Z1	cytochrome P450 family 4 subfamily Z member 1 [Source:HGNC Symbol;Acc:HGNC:20583]	-0.19538803	
MIR98	microRNA 98 [Source:HGNC Symbol;Acc:HGNC:31649]	-0.19538803	
RNU6-784P	RNA, U6 small nuclear 784, pseudogene [Source:HGNC Symbol;Acc:HGNC:47747]	-0.19538803	
KRR1P1	KRR1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39580]	-0.19538803	
ITGB5-AS1	ITGB5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40309]	-0.19538803	
RNY4P36	RNY4 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:50884]	-0.19538803	
DCUN1D2-AS	DCUN1D2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:39889]	-0.19538803	
ENSG00000287094	novel transcript, antisense to AHI1	-0.19538803	
GXYLT1P6	GXYLT1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:50425]	-0.19538803	
PP1P	pyrophosphatase (inorganic) 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:28884]	-0.19538803	
GAPDHP59	glyceraldehyde-3-phosphate dehydrogenase pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:4152]	-0.19538803	
CYP2C18	cytochrome P450 family 2 subfamily C member 18 [Source:HGNC Symbol;Acc:HGNC:2620]	-0.19538803	
ENSG00000287300	novel transcript	-0.19538803	
MCRIP2P2	MAPK regulated corepressor interacting protein 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49631]	-0.19538803	
UNC93B6	unc-93 homolog B6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:34053]	-0.19538803	
TCHHL1	trichohyalin like 1 [Source:HGNC Symbol;Acc:HGNC:31796]	-0.19538803	
UBE2CP1	ubiquitin conjugating enzyme E2 C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19670]	-0.19538803	
TRBJ2-3	T cell receptor beta joining 2-3 [Source:HGNC Symbol;Acc:HGNC:12171]	-0.19538803	
ENSG00000200294		-0.19538803	
LINC00870	long intergenic non-protein coding RNA 870 [Source:HGNC Symbol;Acc:HGNC:27319]	-0.19538803	
RPL35AP5	ribosomal protein L35a pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35570]	-0.19538803	
ARHGDIG	Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]	-0.19538803	
NOX1	NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889]	-0.19538803	
TEX28P3	TEX28 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:55924]	-0.19538803	
RPL7AP55	ribosomal protein L7a pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36314]	-0.19538803	
ENSG00000287996	novel transcript	-0.19538803	
CPNE6	copine 6 [Source:HGNC Symbol;Acc:HGNC:2319]	-0.19538803	
DTD1-AS1	DTD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40762]	-0.19538803	
RN7SL204P	RNA, 7SL, cytoplasmic 204, pseudogene [Source:HGNC Symbol;Acc:HGNC:46220]	-0.19538803	
MIR7150	microRNA 7150 [Source:HGNC Symbol;Acc:HGNC:49982]	-0.19538803	
IFNA5	interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]	-0.19538803	
CHRNA4	cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]	-0.19538803	
PTPRT	protein tyrosine phosphatase receptor type T [Source:HGNC Symbol;Acc:HGNC:9682]	-0.19538803	
ANO3	anoctamin 3 [Source:HGNC Symbol;Acc:HGNC:14004]	-0.19538803	
RPL17P8	ribosomal protein L17 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:35651]	-0.19538803	
NME2P1	NME2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31358]	-0.19538803	
MYOM3	myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]	-0.19538803	
RN7SL240P	RNA, 7SL, cytoplasmic 240, pseudogene [Source:HGNC Symbol;Acc:HGNC:46256]	-0.19538803	
RNU6-590P	RNA, U6 small nuclear 590, pseudogene [Source:HGNC Symbol;Acc:HGNC:47553]	-0.19538803	
CAMK2B	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]	-0.19538803	
MIR548AC	microRNA 548ac [Source:HGNC Symbol;Acc:HGNC:41626]	-0.19538803	
PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]	-0.19538803	
EIF4A1P8	eukaryotic translation initiation factor 4A1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37927]	-0.19538803	
RNU2-72P	RNA, U2 small nuclear 72, pseudogene [Source:HGNC Symbol;Acc:HGNC:48565]	-0.19538803	
TEDDM1	transmembrane epididymal protein 1 [Source:HGNC Symbol;Acc:HGNC:30233]	-0.19538803	
LINC01602	long intergenic non-protein coding RNA 1602 [Source:HGNC Symbol;Acc:HGNC:51634]	-0.19538803	
PITX1	paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]	-0.19538803	
LINC01699	long intergenic non-protein coding RNA 1699 [Source:HGNC Symbol;Acc:HGNC:52487]	-0.19538803	
HMGA1P2	high mobility group AT-hook 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:13322]	-0.19538803	
RPL12P23	ribosomal protein L12 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36408]	-0.19538803	
IGKV2-23	immunoglobulin kappa variable 2-23 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5780]	-0.19538803	
RNU2-26P	RNA, U2 small nuclear 26, pseudogene [Source:HGNC Symbol;Acc:HGNC:48519]	-0.19538803	
RPS3AP14	RPS3A pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35715]	-0.19538803	
BUB1B-PAK6	BUB1B-PAK6 readthrough [Source:HGNC Symbol;Acc:HGNC:52276]	-0.19538803	
RNU1-94P	RNA, U1 small nuclear 94, pseudogene [Source:HGNC Symbol;Acc:HGNC:48436]	-0.19538803	
POU3F2	POU class 3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9215]	-0.19538803	
DPPA5	developmental pluripotency associated 5 [Source:HGNC Symbol;Acc:HGNC:19201]	-0.19538803	
ERVK-28	endogenous retrovirus group K member 28 [Source:HGNC Symbol;Acc:HGNC:44981]	-0.19538803	
ENSG00000233539	novel transcript	-0.19538803	
TRAJ61	T cell receptor alpha joining 61 (non-functional) [Source:HGNC Symbol;Acc:HGNC:12094]	-0.19538803	
RNU6-140P	RNA, U6 small nuclear 140, pseudogene [Source:HGNC Symbol;Acc:HGNC:47103]	-0.19538803	
EIF2S2P5	eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37793]	-0.19538803	
BTBD18	BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:37214]	-0.19538803	
OR7E2P	olfactory receptor family 7 subfamily E member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:8402]	-0.19538803	
SNORD116-20	small nucleolar RNA, C/D box 116-20 [Source:HGNC Symbol;Acc:HGNC:33086]	-0.19538803	
SNORD116-13	small nucleolar RNA, C/D box 116-13 [Source:HGNC Symbol;Acc:HGNC:33079]	-0.19538803	
RPL10P14	ribosomal protein L10 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:43897]	-0.19538803	
BMP8B-AS1	BMP8B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54364]	-0.19538803	
NAP1L5P1	NAP1L5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56578]	-0.19538803	
MIR4516	microRNA 4516 [Source:HGNC Symbol;Acc:HGNC:41617]	-0.19538803	
MIR4499	microRNA 4499 [Source:HGNC Symbol;Acc:HGNC:41739]	-0.19538803	
AK6P1	adenylate kinase 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51678]	-0.19538803	
IGLV5-48	immunoglobulin lambda variable 5-48 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5925]	-0.19538803	
CENPVL2	centromere protein V like 2 [Source:HGNC Symbol;Acc:HGNC:43879]	-0.19538803	
MIR6730	microRNA 6730 [Source:HGNC Symbol;Acc:HGNC:50222]	-0.19538803	
SOD3	superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181]	-0.19538803	
GDF5-AS1	GDF5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33435]	-0.19538803	
RNU1-34P	RNA, U1 small nuclear 34, pseudogene [Source:HGNC Symbol;Acc:HGNC:48376]	-0.19538803	
RPL35AP37	ribosomal protein L35a pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:36426]	-0.19538803	
UBTD2P1	UBTD2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56554]	-0.19538803	
FAM204DP	family with sequence similarity 204 member D, pseudogene [Source:HGNC Symbol;Acc:HGNC:42013]	-0.19538803	
CCNQP1	CCNQ pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27373]	-0.19538803	
OFD1P6Y	OFD1 pseudogene 6 Y-linked [Source:HGNC Symbol;Acc:HGNC:13657]	-0.19538803	
ENSG00000243620	novel transcript	-0.19538803	
ZNF285CP	zinc finger protein 285C, pseudogene [Source:HGNC Symbol;Acc:HGNC:33228]	-0.19538803	
HMGN2P8	high mobility group nucleosomal binding domain 2 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:31662]	-0.19538803	
MIR4660	microRNA 4660 [Source:HGNC Symbol;Acc:HGNC:41861]	-0.19538803	
HPAT5	human pluripotency-associated transcript 5 [Source:NCBI gene (formerly Entrezgene);Acc:112590798]	-0.19538803	
MIR4745	microRNA 4745 [Source:HGNC Symbol;Acc:HGNC:41868]	-0.19538803	
RPS10P20	ribosomal protein S10 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35829]	-0.19538803	
MIR2110	microRNA 2110 [Source:HGNC Symbol;Acc:HGNC:37071]	-0.19538803	
COMMD4P2	COMM domain containing 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51910]	-0.19538803	
PERP	p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]	-0.19540419	
CCDC78	coiled-coil domain containing 78 [Source:HGNC Symbol;Acc:HGNC:14153]	-0.1954122	
PDCL3	phosducin like 3 [Source:HGNC Symbol;Acc:HGNC:28860]	-0.19543952	
MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]	-0.19548991	
PRPF4BP1	PRPF4B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55055]	-0.1954944	
C1orf53	chromosome 1 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:30003]	-0.19549723	
VPS13B-DT	VPS13B divergent transcript [Source:HGNC Symbol;Acc:HGNC:54375]	-0.1955955	
UGT8	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:12555]	-0.19560374	
ITGA4	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]	-0.19560683	
HAR1A	highly accelerated region 1A [Source:HGNC Symbol;Acc:HGNC:33117]	-0.19576952	
PNPLA7	patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]	-0.19584951	
KHDC1	KH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21366]	-0.19585906	
SGCE	sarcoglycan epsilon [Source:HGNC Symbol;Acc:HGNC:10808]	-0.19587268	
CHD8	chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153]	-0.19601354	
H2AC20	H2A clustered histone 20 [Source:HGNC Symbol;Acc:HGNC:4738]	-0.19602643	
LURAP1L	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	-0.19603036	
GTF2A1-AS1	GTF2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56195]	-0.19604854	
KAT14	lysine acetyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:15904]	-0.19611743	
HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 [Source:HGNC Symbol;Acc:HGNC:15844]	-0.19611847	
CYRIB	CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]	-0.19614887	
C17orf100	chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]	-0.1961491	
RN7SL239P	RNA, 7SL, cytoplasmic 239, pseudogene [Source:HGNC Symbol;Acc:HGNC:46255]	-0.19626464	
LRRN2	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]	-0.19627368	
FGD5P1	FYVE, RhoGEF and PH domain containing 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44498]	-0.19631718	
C4orf46P3	C4orf46 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:55884]	-0.19633003	
SNX30-DT	SNX30 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55835]	-0.1963681	
GNG3	G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]	-0.19637094	
AQP7P2	aquaporin 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32049]	-0.1963887	
RTN4IP1	reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18647]	-0.19639762	
CMTM6	CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]	-0.19640365	
EIF1AX	eukaryotic translation initiation factor 1A X-linked [Source:HGNC Symbol;Acc:HGNC:3250]	-0.19651917	
NBPF15	NBPF member 15 [Source:HGNC Symbol;Acc:HGNC:28791]	-0.19652927	
DENND1C	DENN domain containing 1C [Source:HGNC Symbol;Acc:HGNC:26225]	-0.196583	
TAS2R19	taste 2 receptor member 19 [Source:HGNC Symbol;Acc:HGNC:19108]	-0.19661966	
ENSG00000289997	novel transcript, antisense to HRAS	-0.19662526	
TYW3	tRNA-yW synthesizing protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:24757]	-0.19668184	
NFYC-AS1	NFYC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49451]	-0.1966859	
CACNB2	calcium voltage-gated channel auxiliary subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:1402]	-0.19671257	
KCND1	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]	-0.19677703	
E2F3P1	E2F transcription factor 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3116]	-0.19683018	
DUSP11	dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]	-0.19683114	
GPR82	G protein-coupled receptor 82 [Source:HGNC Symbol;Acc:HGNC:4533]	-0.19685782	
ENSG00000253607	novel transcript, antisense to DERL1	-0.1968584	
MCM3AP	minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]	-0.19695233	
CCDC66	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]	-0.19695356	
TEF	TEF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:11722]	-0.19700462	
BAG2	BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938]	-0.19707716	
BEND3	BEN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23040]	-0.19714533	
VN2R19P	vomeronasal 2 receptor 19, pseudogene [Source:HGNC Symbol;Acc:HGNC:33225]	-0.19716893	
TBC1D3L	TBC1 domain family member 3L [Source:HGNC Symbol;Acc:HGNC:51246]	-0.19720076	
MEIS3P1	Meis homeobox 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7002]	-0.19720651	
ENSG00000291107	novel transcript	-0.19721529	
ATP9B	ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]	-0.19727835	
OR2L6P	olfactory receptor family 2 subfamily L member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:15012]	-0.19728008	
FOXD2	forkhead box D2 [Source:HGNC Symbol;Acc:HGNC:3803]	-0.19733721	
GHDC	GH3 domain containing [Source:HGNC Symbol;Acc:HGNC:24438]	-0.19735816	
COP1P1	COP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31900]	-0.19740953	
ATR	ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]	-0.19746068	
SLC2A3	solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]	-0.19748658	
