NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
HOLLEMAN_VINCRISTINE_RESISTANCE_B_ALL_UP	39	39		
HOLLERN_ADENOMYOEPITHELIAL_BREAST_TUMOR	17	16		
HOLLERN_EMT_BREAST_TUMOR_DN	123	114		
HOLLERN_EMT_BREAST_TUMOR_UP	140	134		
HOLLERN_MICROACINAR_BREAST_TUMOR_DN	15		Rejected!	
HOLLERN_MICROACINAR_BREAST_TUMOR_UP	46	44		
HOLLERN_PAPILLARY_BREAST_TUMOR	19		Rejected!	
HOLLERN_SOLID_NODULAR_BREAST_TUMOR_DN	30	29		
HOLLERN_SOLID_NODULAR_BREAST_TUMOR_UP	11		Rejected!	
HOLLERN_SQUAMOUS_BREAST_TUMOR	173	119		
HOLLMANN_APOPTOSIS_VIA_CD40_DN	267	261		
HOLLMANN_APOPTOSIS_VIA_CD40_UP	203	198		
HONMA_DOCETAXEL_RESISTANCE	35	31		
HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2	17	17		
HOOI_ST7_TARGETS_DN	117	115		
HOOI_ST7_TARGETS_UP	93	89		
HOQUE_METHYLATED_IN_CANCER	56	50		
HORIUCHI_WTAP_TARGETS_DN	319	310		
HORIUCHI_WTAP_TARGETS_UP	308	303		
HORTON_SREBF_TARGETS	24	24		
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_DN	70	65		
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP	62	58		
HOSHIDA_LIVER_CANCER_SUBCLASS_S1	235	233		
HOSHIDA_LIVER_CANCER_SUBCLASS_S2	115	104		
HOSHIDA_LIVER_CANCER_SUBCLASS_S3	266	248		
HOSHIDA_LIVER_CANCER_SURVIVAL_DN	113	103		
HOSHIDA_LIVER_CANCER_SURVIVAL_UP	73	70		
HOUNKPE_HOUSEKEEPING_GENES	1129		Rejected!	
HOUSTIS_ROS	36	33		
HOWLIN_CITED1_TARGETS_1_DN	39	38		
HOWLIN_CITED1_TARGETS_1_UP	36	33		
HOWLIN_CITED1_TARGETS_2_DN	18	16		
HOWLIN_CITED1_TARGETS_2_UP	20	17		
HOWLIN_PUBERTAL_MAMMARY_GLAND	67	56		
HO_LIVER_CANCER_VASCULAR_INVASION	13		Rejected!	
HSIAO_HOUSEKEEPING_GENES	397	332		
HSIAO_LIVER_SPECIFIC_GENES	249	212		
HUANG_DASATINIB_RESISTANCE_DN	70	66		
HUANG_DASATINIB_SENSITIVITY_UP	80	78		
HUANG_FOXA2_TARGETS_DN	38	36		
HUANG_FOXA2_TARGETS_UP	47	46		
HUANG_GATA2_TARGETS_DN	74	72		
HUANG_GATA2_TARGETS_UP	152	149		
HUI_MAPK14_TARGETS_UP	19	19		
HUMMEL_BURKITTS_LYMPHOMA_DN	15	15		
HUMMEL_BURKITTS_LYMPHOMA_UP	43	43		
HUMMERICH_BENIGN_SKIN_TUMOR_DN	20	17		
HUMMERICH_BENIGN_SKIN_TUMOR_UP	16		Rejected!	
HUMMERICH_MALIGNANT_SKIN_TUMOR_DN	20	18		
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	19	15		
HUMMERICH_SKIN_CANCER_PROGRESSION_DN	103	99		
HUMMERICH_SKIN_CANCER_PROGRESSION_UP	88	81		
HUNSBERGER_EXERCISE_REGULATED_GENES	31	28		
HUPER_BREAST_BASAL_VS_LUMINAL_DN	58	55		
HUPER_BREAST_BASAL_VS_LUMINAL_UP	53	41		
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	59	59		
HUTTMANN_B_CLL_POOR_SURVIVAL_UP	285	275		
HU_ANGIOGENESIS_DN	37	36		
HU_ANGIOGENESIS_UP	21	21		
HU_GENOTOXIC_DAMAGE_24HR	36	34		
HU_GENOTOXIC_DAMAGE_4HR	36	36		
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_24HR	51	49		
HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR	38	36		
HWANG_PROSTATE_CANCER_MARKERS	28	26		
IBRAHIM_NRF1_DOWN	167	162		
IBRAHIM_NRF1_UP	419	416		
IBRAHIM_NRF2_DOWN	168	164		
IBRAHIM_NRF2_UP	533		Rejected!	
IBRAHIM_NRF3_DOWN	15	15		
IBRAHIM_NRF3_UP	7		Rejected!	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN	56	49		
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	140	133		
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_DN	45	40		
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	114	105		
IGARASHI_ATF4_TARGETS_DN	98	95		
IGARASHI_ATF4_TARGETS_UP	5		Rejected!	
IGLESIAS_E2F_TARGETS_DN	14		Rejected!	
IGLESIAS_E2F_TARGETS_UP	144	141		
IIZUKA_LIVER_CANCER_EARLY_RECURRENCE	11		Rejected!	
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_DN	25	25		
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP	12		Rejected!	
IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN	9		Rejected!	
IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_UP	27	26		
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_DN	17	16		
IIZUKA_LIVER_CANCER_PROGRESSION_L0_L1_UP	15		Rejected!	
IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_DN	10		Rejected!	
IIZUKA_LIVER_CANCER_PROGRESSION_L1_G1_UP	20	19		
IKEDA_MIR133_TARGETS_DN	6		Rejected!	
IKEDA_MIR133_TARGETS_UP	44	44		
IKEDA_MIR1_TARGETS_DN	7		Rejected!	
IKEDA_MIR1_TARGETS_UP	54	54		
IKEDA_MIR30_TARGETS_DN	25	24		
IKEDA_MIR30_TARGETS_UP	116	115		
IM_SREBF1A_TARGETS	5		Rejected!	
INAMURA_LUNG_CANCER_SCC_DN	13		Rejected!	
INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP	14		Rejected!	
INAMURA_LUNG_CANCER_SCC_UP	13		Rejected!	
INGA_TP53_TARGETS	16	16		
INGRAM_SHH_TARGETS_DN	63	62		
INGRAM_SHH_TARGETS_UP	125	114		
IRITANI_MAD1_TARGETS_DN	46	41		
IRITANI_MAD1_TARGETS_UP	14		Rejected!	
ISHIDA_E2F_TARGETS	53	53		
ISHIDA_TARGETS_OF_SYT_SSX_FUSIONS	6		Rejected!	
ISHIKAWA_STING_SIGNALING	10		Rejected!	
ISSAEVA_MLL2_TARGETS	61	58		
ITO_PTTG1_TARGETS_DN	9		Rejected!	
ITO_PTTG1_TARGETS_UP	12		Rejected!	
IVANOVA_HEMATOPOIESIS_EARLY_PROGENITOR	451	432		
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR	135	129		
IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR	511	494		
IVANOVA_HEMATOPOIESIS_MATURE_CELL	296	291		
IVANOVA_HEMATOPOIESIS_STEM_CELL	191	181		
IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	563		Rejected!	
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM	217	199		
IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM	22	21		
IVANOVSKA_MIR106B_TARGETS	89	89		
IVANOV_MUTATED_IN_COLON_CANCER	13		Rejected!	
IWANAGA_CARCINOGENESIS_BY_KRAS_DN	123	114		
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	355	329		
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	190	174		
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	173	164		
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	24	24		
IWANAGA_E2F1_TARGETS_NOT_INDUCED_BY_SERUM	6		Rejected!	
IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS	10		Rejected!	
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN	107	99		
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP	128	124		
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	235	234		
JAATINEN_HEMATOPOIETIC_STEM_CELL_UP	323	319		
JACKSON_DNMT1_TARGETS_DN	21	19		
JACKSON_DNMT1_TARGETS_UP	83	82		
JAEGER_METASTASIS_DN	259	217		
JAEGER_METASTASIS_UP	46	42		
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	40	40		
JAIN_NFKB_SIGNALING	75	75		
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN	42	40		
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP	49	48		
JAZAG_TGFB1_SIGNALING_DN	35	33		
JAZAG_TGFB1_SIGNALING_UP	106	99		
JAZAG_TGFB1_SIGNALING_VIA_SMAD4_DN	65	62		
JAZAG_TGFB1_SIGNALING_VIA_SMAD4_UP	107	94		
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	62	59		
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	67	63		
JEON_SMAD6_TARGETS_DN	19	18		
JEON_SMAD6_TARGETS_UP	24	24		
JEPSEN_SMRT_TARGETS	33	32		
JIANG_AGING_CEREBRAL_CORTEX_DN	49	48		
JIANG_AGING_CEREBRAL_CORTEX_UP	34	30		
JIANG_AGING_HYPOTHALAMUS_DN	35	35		
JIANG_AGING_HYPOTHALAMUS_UP	49	45		
JIANG_CORE_DUPLICON_GENES	13		Rejected!	
JIANG_HYPOXIA_CANCER	58	55		
JIANG_HYPOXIA_NORMAL	200	197		
JIANG_HYPOXIA_VIA_VHL	19	17		
JIANG_TIP30_TARGETS_DN	24	24		
JIANG_TIP30_TARGETS_UP	46	44		
JIANG_VHL_TARGETS	88	83		
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN	387	367		
JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_UP	382	367		
JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_DN	300	288		
JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP	170	164		
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN	289	272		
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP	378	363		
JISON_SICKLE_CELL_DISEASE_DN	186	157		
JISON_SICKLE_CELL_DISEASE_UP	182	182		
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	17		Rejected!	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	12		Rejected!	
JI_METASTASIS_REPRESSED_BY_STK11	26	25		
JI_RESPONSE_TO_FSH_DN	53	52		
JI_RESPONSE_TO_FSH_UP	68	68		
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN	43	42		
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_UP	7		Rejected!	
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_DN	22	22		
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	57	55		
JOHNSTONE_PARVB_TARGETS_1_DN	64	63		
JOHNSTONE_PARVB_TARGETS_1_UP	7		Rejected!	
JOHNSTONE_PARVB_TARGETS_2_DN	344	339		
JOHNSTONE_PARVB_TARGETS_2_UP	144	142		
JOHNSTONE_PARVB_TARGETS_3_DN	875		Rejected!	
JOHNSTONE_PARVB_TARGETS_3_UP	433	429		
JONES_TCOF1_TARGETS	5		Rejected!	
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_DN	60	58		
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP	31	31		
JU_AGING_TERC_TARGETS_UP	7		Rejected!	
KAAB_FAILED_HEART_ATRIUM_DN	147	146		
KAAB_FAILED_HEART_ATRIUM_UP	36	30		
KAAB_FAILED_HEART_VENTRICLE_DN	44	41		
KAAB_HEART_ATRIUM_VS_VENTRICLE_DN	261	252		
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	256	241		
KALMA_E2F1_TARGETS	11		Rejected!	
KAMIKUBO_MYELOID_CEBPA_NETWORK	30	29		
KAMIKUBO_MYELOID_MN1_NETWORK	19	19		
KAMMINGA_EZH2_TARGETS	41	41		
KAMMINGA_SENESCENCE	40	39		
KANG_AR_TARGETS_DN	18		Rejected!	
KANG_AR_TARGETS_UP	17	15		
KANG_CISPLATIN_RESISTANCE_DN	8		Rejected!	
KANG_CISPLATIN_RESISTANCE_UP	21	21		
KANG_DOXORUBICIN_RESISTANCE_DN	19	19		
KANG_DOXORUBICIN_RESISTANCE_UP	54	54		
KANG_FLUOROURACIL_RESISTANCE_DN	16	16		
KANG_FLUOROURACIL_RESISTANCE_UP	22	22		
KANG_GLIS3_TARGETS	36	26		
KANG_IMMORTALIZED_BY_TERT_DN	101	88		
KANG_IMMORTALIZED_BY_TERT_UP	88	81		
KANNAN_TP53_TARGETS_DN	22	22		
KANNAN_TP53_TARGETS_UP	59	56		
KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	123	113		
KAPOSI_LIVER_CANCER_MET_DN	6		Rejected!	
KAPOSI_LIVER_CANCER_MET_UP	18	17		
KARAKAS_TGFB1_SIGNALING	18	16		
KARLSSON_TGFB1_TARGETS_DN	194	193		
KARLSSON_TGFB1_TARGETS_UP	123	119		
KASLER_HDAC7_TARGETS_1_DN	17	17		
KASLER_HDAC7_TARGETS_1_UP	192	187		
KASLER_HDAC7_TARGETS_2_DN	33	32		
KASLER_HDAC7_TARGETS_2_UP	6		Rejected!	
KATSANOU_ELAVL1_TARGETS_DN	147	136		
KATSANOU_ELAVL1_TARGETS_UP	173	162		
KAUFFMANN_DNA_REPAIR_GENES	230	228		
KAUFFMANN_DNA_REPLICATION_GENES	146	145		
KAUFFMANN_MELANOMA_RELAPSE_DN	6		Rejected!	
KAUFFMANN_MELANOMA_RELAPSE_UP	61	61		
KAYO_AGING_MUSCLE_DN	124	114		
KAYO_AGING_MUSCLE_UP	242	216		
KAYO_CALORIE_RESTRICTION_MUSCLE_DN	87	78		
KAYO_CALORIE_RESTRICTION_MUSCLE_UP	94	88		
KENNY_CTNNB1_TARGETS_DN	52	51		
KENNY_CTNNB1_TARGETS_UP	50	49		
KERLEY_RESPONSE_TO_CISPLATIN_DN	5		Rejected!	
KERLEY_RESPONSE_TO_CISPLATIN_UP	45	44		
KESHELAVA_MULTIPLE_DRUG_RESISTANCE	82	80		
KHETCHOUMIAN_TRIM24_TARGETS_DN	8		Rejected!	
KHETCHOUMIAN_TRIM24_TARGETS_UP	46	45		
KIM_ALL_DISORDERS_CALB1_CORR_DN	36	32		
KIM_ALL_DISORDERS_CALB1_CORR_UP	547		Rejected!	
KIM_ALL_DISORDERS_DURATION_CORR_DN	145	140		
KIM_ALL_DISORDERS_DURATION_CORR_UP	9		Rejected!	
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN	33	30		
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP	755		Rejected!	
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_DN	87	67		
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP	680		Rejected!	
KIM_GASTRIC_CANCER_CHEMOSENSITIVITY	95	85		
KIM_GERMINAL_CENTER_T_HELPER_DN	12		Rejected!	
KIM_GERMINAL_CENTER_T_HELPER_UP	64	64		
KIM_GLIS2_TARGETS_DN	6		Rejected!	
KIM_GLIS2_TARGETS_UP	86	84		
KIM_HYPOXIA	17	17		
KIM_LIVER_CANCER_POOR_SURVIVAL_DN	43	39		
KIM_LIVER_CANCER_POOR_SURVIVAL_UP	22	22		
KIM_LRRC3B_TARGETS	30	30		
KIM_MYCL1_AMPLIFICATION_TARGETS_DN	20	20		
KIM_MYCL1_AMPLIFICATION_TARGETS_UP	14		Rejected!	
KIM_MYCN_AMPLIFICATION_TARGETS_DN	107	104		
KIM_MYCN_AMPLIFICATION_TARGETS_UP	93	84		
KIM_MYC_AMPLIFICATION_TARGETS_DN	98	94		
KIM_MYC_AMPLIFICATION_TARGETS_UP	202	181		
KIM_PTEN_TARGETS_DN	5		Rejected!	
KIM_PTEN_TARGETS_UP	18	18		
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	10		Rejected!	
KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP	136	116		
KIM_TIAL1_TARGETS	31	28		
KIM_WT1_TARGETS_12HR_DN	216	207		
KIM_WT1_TARGETS_12HR_UP	166	160		
KIM_WT1_TARGETS_8HR_DN	126	119		
KIM_WT1_TARGETS_8HR_UP	167	162		
KIM_WT1_TARGETS_DN	472	454		
KIM_WT1_TARGETS_UP	217	210		
KINNEY_DNMT1_METHYLATION_TARGETS	15		Rejected!	
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN	337	330		
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_UP	1291		Rejected!	
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_DN	58	58		
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_UP	50	50		
KLEIN_TARGETS_OF_BCR_ABL1_FUSION	46	45		
KOBAYASHI_EGFR_SIGNALING_24HR_DN	253	250		
KOBAYASHI_EGFR_SIGNALING_24HR_UP	102	95		
KOBAYASHI_EGFR_SIGNALING_6HR_DN	18	18		
KOBAYASHI_EGFR_SIGNALING_6HR_UP	7		Rejected!	
KOBAYASHI_RESPONSE_TO_ROMIDEPSIN	19	19		
KOHN_EMT_EPITHELIAL	22	21		
KOHN_EMT_MESENCHYMAL	15		Rejected!	
KOHOUTEK_CCNT1_TARGETS	52	48		
KOHOUTEK_CCNT2_TARGETS	58	45		
KOINUMA_COLON_CANCER_MSI_DN	8		Rejected!	
KOINUMA_COLON_CANCER_MSI_UP	16	16		
KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3	842		Rejected!	
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN	61	61		
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	130	129		
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_DN	72	72		
KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP	118	117		
KOMMAGANI_TP63_GAMMA_TARGETS	9		Rejected!	
KONDO_COLON_CANCER_HCP_WITH_H3K27ME1	26	24		
KONDO_COLON_CANCER_HCP_WITH_H3K27ME3	6		Rejected!	
KONDO_EZH2_TARGETS	229	210		
KONDO_HYPOXIA	8		Rejected!	
KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3	97	84		
KONDO_PROSTATE_CANCER_WITH_H3K27ME3	194	132		
KONG_E2F1_TARGETS	11		Rejected!	
KONG_E2F3_TARGETS	100	97		
KORKOLA_CHORIOCARCINOMA	7		Rejected!	
KORKOLA_CHORIOCARCINOMA_DN	11		Rejected!	
KORKOLA_CHORIOCARCINOMA_UP	6		Rejected!	
KORKOLA_CORRELATED_WITH_POU5F1	32	30		
KORKOLA_EMBRYONAL_CARCINOMA	11		Rejected!	
KORKOLA_EMBRYONAL_CARCINOMA_DN	13		Rejected!	
KORKOLA_EMBRYONAL_CARCINOMA_UP	42	41		
KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_DN	25	22		
KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP	24	20		
KORKOLA_SEMINOMA_DN	13		Rejected!	
KORKOLA_SEMINOMA_UP	44	43		
KORKOLA_TERATOMA	42	39		
KORKOLA_TERATOMA_UP	17	17		
KORKOLA_YOLK_SAC_TUMOR	65	54		
KORKOLA_YOLK_SAC_TUMOR_UP	20	20		
KOYAMA_SEMA3B_TARGETS_DN	364	351		
KOYAMA_SEMA3B_TARGETS_UP	267	252		
KRASNOSELSKAYA_ILF3_TARGETS_DN	46	43		
KRASNOSELSKAYA_ILF3_TARGETS_UP	40	36		
KREPPEL_CD99_TARGETS_DN	7		Rejected!	
KRIEG_HYPOXIA_NOT_VIA_KDM3A	746		Rejected!	
KRIEG_HYPOXIA_VIA_KDM3A	53	53		
KRIEG_KDM3A_TARGETS_NOT_HYPOXIA	200	194		
KRIGE_AMINO_ACID_DEPRIVATION	29	28		
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN	1041		Rejected!	
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	779		Rejected!	
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	947		Rejected!	
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	941		Rejected!	
KRISHNAN_FURIN_TARGETS_DN	9		Rejected!	
KRISHNAN_FURIN_TARGETS_UP	10		Rejected!	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN	10		Rejected!	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	9		Rejected!	
KUMAR_AUTOPHAGY_NETWORK	72	64		
KUMAR_PATHOGEN_LOAD_BY_MACROPHAGES	274	245		
KUMAR_TARGETS_OF_MLL_AF9_FUSION	408	397		
KUNINGER_IGF1_VS_PDGFB_TARGETS_DN	46	43		
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	82	74		
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_DN	6		Rejected!	
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP	12		Rejected!	
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS	45	43		
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS_AND_CYCLIC_RGD	21	20		
KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION	35	29		
KUWANO_RNA_STABILIZED_BY_NO	7		Rejected!	
KYNG_DNA_DAMAGE_BY_4NQO	36	35		
KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	15	15		
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	60	57		
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION	77	73		
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	77	73		
KYNG_DNA_DAMAGE_BY_UV	54	54		
KYNG_DNA_DAMAGE_DN	182	177		
KYNG_DNA_DAMAGE_UP	205	195		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	17	16		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_OLD	12		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_WS	37	36		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD	29	29		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS	31	29		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_OLD	23	22		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_WS	12		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP	53	51		
KYNG_NORMAL_AGING_DN	18	18		
KYNG_NORMAL_AGING_UP	15	15		
KYNG_RESPONSE_TO_H2O2	66	61		
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	17		Rejected!	
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN	45	41		
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_UP	36	35		
KYNG_WERNER_SYNDROM_AND_NORMAL_AGING_DN	186	178		
KYNG_WERNER_SYNDROM_AND_NORMAL_AGING_UP	77	75		
KYNG_WERNER_SYNDROM_DN	19	19		
KYNG_WERNER_SYNDROM_UP	14		Rejected!	
LAIHO_COLORECTAL_CANCER_SERRATED_DN	85	83		
LAIHO_COLORECTAL_CANCER_SERRATED_UP	115	113		
LAMB_CCND1_TARGETS	20	18		
LANDEMAINE_LUNG_METASTASIS	21	21		
LANDIS_BREAST_CANCER_PROGRESSION_DN	72	68		
LANDIS_BREAST_CANCER_PROGRESSION_UP	46	44		
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	57	56		
LANDIS_ERBB2_BREAST_PRENEOPLASTIC_UP	19	18		
LANDIS_ERBB2_BREAST_TUMORS_324_DN	151	141		
LANDIS_ERBB2_BREAST_TUMORS_324_UP	150	147		
LANDIS_ERBB2_BREAST_TUMORS_65_DN	39	36		
LANDIS_ERBB2_BREAST_TUMORS_65_UP	22	22		
LANG_MYB_FAMILY_TARGETS	29	29		
LASTOWSKA_COAMPLIFIED_WITH_MYCN	43	40		
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	807		Rejected!	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	186	175		
LAU_APOPTOSIS_CDKN2A_DN	5		Rejected!	
LAU_APOPTOSIS_CDKN2A_UP	55	55		
LA_MEN1_TARGETS	25	23		
LEE_AGING_CEREBELLUM_DN	73	65		
LEE_AGING_CEREBELLUM_UP	84	83		
LEE_AGING_MUSCLE_DN	40	39		
LEE_AGING_MUSCLE_UP	38	36		
LEE_AGING_NEOCORTEX_DN	68	62		
LEE_AGING_NEOCORTEX_UP	78	74		
LEE_BMP2_TARGETS_DN	899		Rejected!	
LEE_BMP2_TARGETS_UP	778		Rejected!	
LEE_CALORIE_RESTRICTION_MUSCLE_DN	48	45		
LEE_CALORIE_RESTRICTION_MUSCLE_UP	39	36		
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN	69	61		
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP	68	65		
LEE_DIFFERENTIATING_T_LYMPHOCYTE	201	199		
LEE_DOUBLE_POLAR_THYMOCYTE	28	28		
LEE_EARLY_T_LYMPHOCYTE_DN	58	58		
LEE_EARLY_T_LYMPHOCYTE_UP	111	111		
LEE_INTRATHYMIC_T_PROGENITOR	20	20		
LEE_LIVER_CANCER_ACOX1_DN	65	57		
LEE_LIVER_CANCER_ACOX1_UP	65	59		
LEE_LIVER_CANCER_CIPROFIBRATE_DN	66	56		
LEE_LIVER_CANCER_CIPROFIBRATE_UP	60	55		
LEE_LIVER_CANCER_DENA_DN	74	67		
LEE_LIVER_CANCER_DENA_UP	60	52		
LEE_LIVER_CANCER_E2F1_DN	64	57		
LEE_LIVER_CANCER_E2F1_UP	63	57		
LEE_LIVER_CANCER_HEPATOBLAST	16		Rejected!	
LEE_LIVER_CANCER_MYC_DN	63	57		
LEE_LIVER_CANCER_MYC_E2F1_DN	64	60		
LEE_LIVER_CANCER_MYC_E2F1_UP	56	51		
LEE_LIVER_CANCER_MYC_TGFA_DN	65	61		
LEE_LIVER_CANCER_MYC_TGFA_UP	61	53		
LEE_LIVER_CANCER_MYC_UP	54	44		
LEE_LIVER_CANCER_SURVIVAL_DN	180	161		
LEE_LIVER_CANCER_SURVIVAL_UP	187	168		
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_DN	45	42		
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	74	71		
LEE_METASTASIS_AND_RNA_PROCESSING_UP	16	16		
LEE_NAIVE_T_LYMPHOCYTE	20	19		
LEE_NEURAL_CREST_STEM_CELL_DN	122	115		
LEE_NEURAL_CREST_STEM_CELL_UP	147	129		
LEE_RECENT_THYMIC_EMIGRANT	239	235		
LEE_SP4_THYMOCYTE	15		Rejected!	
LEE_TARGETS_OF_PTCH1_AND_SUFU_DN	87	82		
LEE_TARGETS_OF_PTCH1_AND_SUFU_UP	56	51		
LEIN_ASTROCYTE_MARKERS	43	39		
LEIN_CEREBELLUM_MARKERS	85	72		
LEIN_CHOROID_PLEXUS_MARKERS	105	93		
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	18	17		
